MsgType,MsgStartTime,MsgStopTime,MsgPowerRole
AUX,2204.311,2204.66,DUT
AUX,2205.311,2205.66,DUT
AUX,2206.311,2206.66,DUT
AUX,2207.311,2207.66,DUT
AUX,2208.311,2208.66,DUT
AUX,2209.311,2209.66,DUT
AUX,2210.311,2210.66,DUT
AUX,2211.311,2211.66,DUT
AUX,2212.311,2212.66,DUT
AUX,2213.311,2213.66,DUT
AUX,2214.311,2214.66,DUT
AUX,2215.311,2215.66,DUT
AUX,2216.311,2216.66,DUT
AUX,2217.311,2217.66,DUT
AUX,2218.311,2218.66,DUT
AUX,2219.311,2219.66,DUT
AUX,2220.311,2220.66,DUT
AUX,2221.311,2221.66,DUT
AUX,2222.311,2222.66,DUT
AUX,2223.311,2223.66,DUT
AUX,2224.311,2224.66,DUT
AUX,2225.311,2225.66,DUT
AUX,2226.311,2226.66,DUT
AUX,2227.311,2227.66,DUT
AUX,2228.311,2228.66,DUT
AUX,2229.311,2229.66,DUT
AUX,2230.311,2230.66,DUT
AUX,2231.311,2231.66,DUT
AUX,2232.311,2232.66,DUT
AUX,2233.311,2233.66,DUT
AUX,2234.311,2234.66,DUT
AUX,2235.311,2235.66,DUT
AUX,2236.311,2236.66,DUT
AUX,2237.311,2237.66,DUT
AUX,2238.311,2238.66,DUT
AUX,2239.311,2239.66,DUT
AUX,2240.311,2240.66,DUT
AUX,2241.311,2241.66,DUT
AUX,2242.311,2242.66,DUT
AUX,2243.311,2243.66,DUT
AUX,2244.311,2244.66,DUT
AUX,2245.311,2245.66,DUT
AUX,2246.311,2246.66,DUT
AUX,2247.311,2247.66,DUT
AUX,2248.311,2248.66,DUT
AUX,2249.311,2249.66,DUT
AUX,2250.311,2250.66,DUT
AUX,2251.311,2251.66,DUT
AUX,2252.311,2252.66,DUT
AUX,2253.311,2253.66,DUT
AUX,2254.311,2254.66,DUT
AUX,2255.311,2255.66,DUT
AUX,2256.311,2256.66,DUT
AUX,2257.311,2257.66,DUT
AUX,2258.311,2258.66,DUT
AUX,2259.311,2259.66,DUT
AUX,2260.311,2260.66,DUT
AUX,2261.311,2261.66,DUT
AUX,2262.311,2262.66,DUT
AUX,2263.311,2263.66,DUT
AUX,2264.311,2264.66,DUT
AUX,2265.311,2265.66,DUT
AUX,2266.311,2266.66,DUT
AUX,2267.311,2267.66,DUT
AUX,2268.311,2268.66,DUT
AUX,2269.311,2269.66,DUT
AUX,2270.311,2270.66,DUT
AUX,2271.311,2271.66,DUT
AUX,2272.311,2272.66,DUT
AUX,2273.311,2273.66,DUT
AUX,2274.311,2274.66,DUT
AUX,2275.311,2275.66,DUT
AUX,2276.311,2276.66,DUT
AUX,2277.311,2277.66,DUT
AUX,2278.311,2278.66,DUT
AUX,2279.311,2279.66,DUT
AUX,2280.311,2280.66,DUT
AUX,2281.311,2281.66,DUT
AUX,2282.311,2282.66,DUT
AUX,2283.311,2283.66,DUT
AUX,2284.311,2284.66,DUT
AUX,2285.311,2285.66,DUT
AUX,2286.311,2286.66,DUT
AUX,2287.311,2287.66,DUT
AUX,2288.311,2288.66,DUT
AUX,2289.311,2289.66,DUT
AUX,2290.311,2290.66,DUT
AUX,2291.311,2291.66,DUT
AUX,2292.311,2292.66,DUT
AUX,2293.311,2293.66,DUT
AUX,2294.311,2294.66,DUT
AUX,2295.311,2295.66,DUT
AUX,2296.311,2296.66,DUT
AUX,2297.311,2297.66,DUT
AUX,2298.311,2298.66,DUT
AUX,2299.311,2299.66,DUT
AUX,2300.311,2300.66,DUT
AUX,2301.311,2301.66,DUT
AUX,2302.311,2302.66,DUT
AUX,2303.311,2303.66,DUT
AUX,2304.311,2304.66,DUT
AUX,2305.311,2305.66,DUT
AUX,2306.311,2306.66,DUT
AUX,2307.311,2307.66,DUT
AUX,2308.311,2308.66,DUT
AUX,2309.311,2309.66,DUT
AUX,2310.311,2310.66,DUT
AUX,2311.311,2311.66,DUT
AUX,2312.311,2312.66,DUT
AUX,2313.311,2313.66,DUT
AUX,2314.311,2314.66,DUT
AUX,2315.311,2315.66,DUT
AUX,2316.311,2316.66,DUT
AUX,2317.311,2317.66,DUT
AUX,2318.311,2318.66,DUT
AUX,2319.311,2319.66,DUT
AUX,2320.311,2320.66,DUT
AUX,2321.311,2321.66,DUT
AUX,2322.311,2322.66,DUT
AUX,2323.311,2323.66,DUT
AUX,2324.311,2324.66,DUT
AUX,2325.311,2325.66,DUT
AUX,2326.311,2326.66,DUT
AUX,2327.311,2327.66,DUT
AUX,2328.311,2328.66,DUT
AUX,2329.311,2329.66,DUT
AUX,2330.311,2330.66,DUT
AUX,2331.311,2331.66,DUT
AUX,2332.311,2332.66,DUT
AUX,2333.311,2333.66,DUT
AUX,2334.311,2334.66,DUT
AUX,2335.311,2335.66,DUT
AUX,2336.311,2336.66,DUT
AUX,2337.311,2337.66,DUT
AUX,2338.311,2338.66,DUT
AUX,2339.311,2339.66,DUT
AUX,2340.311,2340.66,DUT
AUX,2341.311,2341.66,DUT
AUX,2342.311,2342.66,DUT
AUX,2343.311,2343.66,DUT
AUX,2344.311,2344.66,DUT
AUX,2345.311,2345.66,DUT
AUX,2346.311,2346.66,DUT
AUX,2347.311,2347.66,DUT
AUX,2348.311,2348.66,DUT
AUX,2349.311,2349.66,DUT
AUX,2350.311,2350.66,DUT
AUX,2351.311,2351.66,DUT
AUX,2352.311,2352.66,DUT
AUX,2353.311,2353.66,DUT
AUX,2354.311,2354.66,DUT
AUX,2355.311,2355.66,DUT
AUX,2356.311,2356.66,DUT
AUX,2357.311,2357.66,DUT
AUX,2358.311,2358.66,DUT
AUX,2359.311,2359.66,DUT
AUX,2360.311,2360.66,DUT
AUX,2361.311,2361.66,DUT
AUX,2362.311,2362.66,DUT
AUX,2363.311,2363.66,DUT
AUX,2364.311,2364.66,DUT
AUX,2365.311,2365.66,DUT
AUX,2366.311,2366.66,DUT
AUX,2367.311,2367.66,DUT
AUX,2368.311,2368.66,DUT
AUX,2369.311,2369.66,DUT
AUX,2370.311,2370.66,DUT
AUX,2371.311,2371.66,DUT
AUX,2372.311,2372.66,DUT
AUX,2373.311,2373.66,DUT
AUX,2374.311,2374.66,DUT
AUX,2375.311,2375.66,DUT
AUX,2376.311,2376.66,DUT
AUX,2377.311,2377.66,DUT
AUX,2378.311,2378.66,DUT
AUX,2379.311,2379.66,DUT
AUX,2380.311,2380.66,DUT
AUX,2381.311,2381.66,DUT
AUX,2382.311,2382.66,DUT
AUX,2383.311,2383.66,DUT
AUX,2384.311,2384.66,DUT
AUX,2385.311,2385.66,DUT
AUX,2386.311,2386.66,DUT
AUX,2387.311,2387.66,DUT
AUX,2388.311,2388.66,DUT
AUX,2389.311,2389.66,DUT
AUX,2390.311,2390.66,DUT
AUX,2391.311,2391.66,DUT
AUX,2392.311,2392.66,DUT
AUX,2393.311,2393.66,DUT
AUX,2394.311,2394.66,DUT
AUX,2395.311,2395.66,DUT
AUX,2396.311,2396.66,DUT
AUX,2397.311,2397.66,DUT
AUX,2398.311,2398.66,DUT
AUX,2399.311,2399.66,DUT
AUX,2400.311,2400.66,DUT
AUX,2401.311,2401.66,DUT
AUX,2402.311,2402.66,DUT
AUX,2403.311,2403.66,DUT
AUX,2404.311,2404.66,DUT
AUX,2405.311,2405.66,DUT
AUX,2406.311,2406.66,DUT
AUX,2407.311,2407.66,DUT
AUX,2408.311,2408.66,DUT
AUX,2409.311,2409.66,DUT
AUX,2410.311,2410.66,DUT
AUX,2411.311,2411.66,DUT
AUX,2412.311,2412.66,DUT
AUX,2413.311,2413.66,DUT
AUX,2414.311,2414.66,DUT
AUX,2415.311,2415.66,DUT
AUX,2416.311,2416.66,DUT
AUX,2417.311,2417.66,DUT
AUX,2418.311,2418.66,DUT
AUX,2419.311,2419.66,DUT
AUX,2420.311,2420.66,DUT
AUX,2421.311,2421.66,DUT
AUX,2422.311,2422.66,DUT
AUX,2423.311,2423.66,DUT
AUX,2424.311,2424.66,DUT
AUX,2425.311,2425.66,DUT
AUX,2426.311,2426.66,DUT
AUX,2427.311,2427.66,DUT
AUX,2428.311,2428.66,DUT
AUX,2429.311,2429.66,DUT
AUX,2430.311,2430.66,DUT
AUX,2431.311,2431.66,DUT
AUX,2432.311,2432.66,DUT
AUX,2433.311,2433.66,DUT
AUX,2434.311,2434.66,DUT
AUX,2435.311,2435.66,DUT
AUX,2436.311,2436.66,DUT
AUX,2437.311,2437.66,DUT
AUX,2438.311,2438.66,DUT
AUX,2439.311,2439.66,DUT
AUX,2440.311,2440.66,DUT
AUX,2441.311,2441.66,DUT
AUX,2442.311,2442.66,DUT
AUX,2443.311,2443.66,DUT
AUX,2444.311,2444.66,DUT
AUX,2445.311,2445.66,DUT
AUX,2446.311,2446.66,DUT
AUX,2447.311,2447.66,DUT
AUX,2448.311,2448.66,DUT
AUX,2449.311,2449.66,DUT
AUX,2450.311,2450.66,DUT
AUX,2451.311,2451.66,DUT
AUX,2452.311,2452.66,DUT
AUX,2453.311,2453.66,DUT
AUX,2454.311,2454.66,DUT
AUX,2455.311,2455.66,DUT
AUX,2456.311,2456.66,DUT
AUX,2457.311,2457.66,DUT
AUX,2458.311,2458.66,DUT
AUX,2459.311,2459.66,DUT
AUX,2460.311,2460.66,DUT
AUX,2461.311,2461.66,DUT
AUX,2462.311,2462.66,DUT
AUX,2463.311,2463.66,DUT
AUX,2464.311,2464.66,DUT
AUX,2465.311,2465.66,DUT
AUX,2466.311,2466.66,DUT
AUX,2467.311,2467.66,DUT
AUX,2468.311,2468.66,DUT
AUX,2469.311,2469.66,DUT
AUX,2470.311,2470.66,DUT
AUX,2471.311,2471.66,DUT
AUX,2472.311,2472.66,DUT
AUX,2473.311,2473.66,DUT
AUX,2474.311,2474.66,DUT
AUX,2475.311,2475.66,DUT
AUX,2476.311,2476.66,DUT
AUX,2477.311,2477.66,DUT
AUX,2478.311,2478.66,DUT
AUX,2479.311,2479.66,DUT
AUX,2480.311,2480.66,DUT
AUX,2481.311,2481.66,DUT
AUX,2482.311,2482.66,DUT
AUX,2483.311,2483.66,DUT
AUX,2484.311,2484.66,DUT
AUX,2485.311,2485.66,DUT
AUX,2486.311,2486.66,DUT
AUX,2487.311,2487.66,DUT
AUX,2488.311,2488.66,DUT
AUX,2489.311,2489.66,DUT
AUX,2490.311,2490.66,DUT
AUX,2491.311,2491.66,DUT
AUX,2492.311,2492.66,DUT
AUX,2493.311,2493.66,DUT
AUX,2494.311,2494.66,DUT
AUX,2495.311,2495.66,DUT
AUX,2496.311,2496.66,DUT
AUX,2497.311,2497.66,DUT
AUX,2498.311,2498.66,DUT
AUX,2499.311,2499.66,DUT
AUX,2500.311,2500.66,DUT
AUX,2501.311,2501.66,DUT
AUX,2502.311,2502.66,DUT
AUX,2503.311,2503.66,DUT
AUX,2504.311,2504.66,DUT
AUX,2505.311,2505.66,DUT
AUX,2506.311,2506.66,DUT
AUX,2507.311,2507.66,DUT
AUX,2508.311,2508.66,DUT
AUX,2509.311,2509.66,DUT
AUX,2510.311,2510.66,DUT
AUX,2511.311,2511.66,DUT
AUX,2512.311,2512.66,DUT
AUX,2513.311,2513.66,DUT
AUX,2514.311,2514.66,DUT
AUX,2515.311,2515.66,DUT
AUX,2516.311,2516.66,DUT
AUX,2517.311,2517.66,DUT
AUX,2518.311,2518.66,DUT
AUX,2519.311,2519.66,DUT
AUX,2520.311,2520.66,DUT
AUX,2521.311,2521.66,DUT
AUX,2522.311,2522.66,DUT
AUX,2523.311,2523.66,DUT
AUX,2524.311,2524.66,DUT
AUX,2525.311,2525.66,DUT
AUX,2526.311,2526.66,DUT
AUX,2527.311,2527.66,DUT
AUX,2528.311,2528.66,DUT
AUX,2529.311,2529.66,DUT
AUX,2530.311,2530.66,DUT
AUX,2531.311,2531.66,DUT
AUX,2532.311,2532.66,DUT
AUX,2533.311,2533.66,DUT
AUX,2534.311,2534.66,DUT
AUX,2535.311,2535.66,DUT
AUX,2536.311,2536.66,DUT
AUX,2537.311,2537.66,DUT
AUX,2538.311,2538.66,DUT
AUX,2539.311,2539.66,DUT
AUX,2540.311,2540.66,DUT
AUX,2541.311,2541.66,DUT
AUX,2542.311,2542.66,DUT
AUX,2543.311,2543.66,DUT
AUX,2544.311,2544.66,DUT
AUX,2545.311,2545.66,DUT
AUX,2546.311,2546.66,DUT
AUX,2547.311,2547.66,DUT
AUX,2548.311,2548.66,DUT
AUX,2549.311,2549.66,DUT
AUX,2550.311,2550.66,DUT
AUX,2551.311,2551.66,DUT
AUX,2552.311,2552.66,DUT
AUX,2553.311,2553.66,DUT
AUX,2554.311,2554.66,DUT
AUX,2555.311,2555.66,DUT
AUX,2556.311,2556.66,DUT
AUX,2557.311,2557.66,DUT
AUX,2558.311,2558.66,DUT
AUX,2559.311,2559.66,DUT
AUX,2560.311,2560.66,DUT
AUX,2561.311,2561.66,DUT
AUX,2562.311,2562.66,DUT
AUX,2563.311,2563.66,DUT
AUX,2564.311,2564.66,DUT
AUX,2565.311,2565.66,DUT
AUX,2566.311,2566.66,DUT
AUX,2567.311,2567.66,DUT
AUX,2568.311,2568.66,DUT
AUX,2569.311,2569.66,DUT
AUX,2570.311,2570.66,DUT
AUX,2571.311,2571.66,DUT
AUX,2572.311,2572.66,DUT
AUX,2573.311,2573.66,DUT
AUX,2574.311,2574.66,DUT
AUX,2575.311,2575.66,DUT
AUX,2576.311,2576.66,DUT
AUX,2577.311,2577.66,DUT
AUX,2578.311,2578.66,DUT
AUX,2579.311,2579.66,DUT
AUX,2580.311,2580.66,DUT
AUX,2581.311,2581.66,DUT
AUX,2582.311,2582.66,DUT
AUX,2583.311,2583.66,DUT
AUX,2584.311,2584.66,DUT
AUX,2585.311,2585.66,DUT
AUX,2586.311,2586.66,DUT
AUX,2587.311,2587.66,DUT
AUX,2588.311,2588.66,DUT
AUX,2589.311,2589.66,DUT
AUX,2590.311,2590.66,DUT
AUX,2591.311,2591.66,DUT
AUX,2592.311,2592.66,DUT
AUX,2593.311,2593.66,DUT
AUX,2594.311,2594.66,DUT
AUX,2595.311,2595.66,DUT
AUX,2596.311,2596.66,DUT
AUX,2597.311,2597.66,DUT
AUX,2598.311,2598.66,DUT
AUX,2599.311,2599.66,DUT
AUX,2600.311,2600.66,DUT
AUX,2601.311,2601.66,DUT
AUX,2602.311,2602.66,DUT
AUX,2603.311,2603.66,DUT
AUX,2604.311,2604.66,DUT
AUX,2605.311,2605.66,DUT
AUX,2606.311,2606.66,DUT
AUX,2607.311,2607.66,DUT
AUX,2608.311,2608.66,DUT
AUX,2609.311,2609.66,DUT
AUX,2610.311,2610.66,DUT
AUX,2611.311,2611.66,DUT
AUX,2612.311,2612.66,DUT
AUX,2613.311,2613.66,DUT
AUX,2614.311,2614.66,DUT
AUX,2615.311,2615.66,DUT
AUX,2616.311,2616.66,DUT
AUX,2617.311,2617.66,DUT
AUX,2618.311,2618.66,DUT
AUX,2619.311,2619.66,DUT
AUX,2620.311,2620.66,DUT
AUX,2621.311,2621.66,DUT
AUX,2622.311,2622.66,DUT
AUX,2623.311,2623.66,DUT
AUX,2624.311,2624.66,DUT
AUX,2625.311,2625.66,DUT
AUX,2626.311,2626.66,DUT
AUX,2627.311,2627.66,DUT
AUX,2628.311,2628.66,DUT
AUX,2629.311,2629.66,DUT
AUX,2630.311,2630.66,DUT
AUX,2631.311,2631.66,DUT
AUX,2632.311,2632.66,DUT
AUX,2633.311,2633.66,DUT
AUX,2634.311,2634.66,DUT
AUX,2635.311,2635.66,DUT
AUX,2636.311,2636.66,DUT
AUX,2637.311,2637.66,DUT
AUX,2638.311,2638.66,DUT
AUX,2639.311,2639.66,DUT
AUX,2640.311,2640.66,DUT
AUX,2641.311,2641.66,DUT
AUX,2642.311,2642.66,DUT
AUX,2643.311,2643.66,DUT
AUX,2644.311,2644.66,DUT
AUX,2645.311,2645.66,DUT
AUX,2646.311,2646.66,DUT
AUX,2647.311,2647.66,DUT
AUX,2648.311,2648.66,DUT
AUX,2649.311,2649.66,DUT
AUX,2650.311,2650.66,DUT
AUX,2651.311,2651.66,DUT
AUX,2652.311,2652.66,DUT
AUX,2653.311,2653.66,DUT
AUX,2654.311,2654.66,DUT
AUX,2655.311,2655.66,DUT
AUX,2656.311,2656.66,DUT
AUX,2657.311,2657.66,DUT
AUX,2658.311,2658.66,DUT
AUX,2659.311,2659.66,DUT
AUX,2660.311,2660.66,DUT
AUX,2661.311,2661.66,DUT
AUX,2662.311,2662.66,DUT
AUX,2663.311,2663.66,DUT
AUX,2664.311,2664.66,DUT
AUX,2665.311,2665.66,DUT
AUX,2666.311,2666.66,DUT
AUX,2667.311,2667.66,DUT
AUX,2668.311,2668.66,DUT
AUX,2669.311,2669.66,DUT
AUX,2670.311,2670.66,DUT
AUX,2671.311,2671.66,DUT
AUX,2672.311,2672.66,DUT
AUX,2673.311,2673.66,DUT
AUX,2674.311,2674.66,DUT
AUX,2675.311,2675.66,DUT
AUX,2676.311,2676.66,DUT
AUX,2677.311,2677.66,DUT
AUX,2678.311,2678.66,DUT
AUX,2679.311,2679.66,DUT
AUX,2680.311,2680.66,DUT
AUX,2681.311,2681.66,DUT
AUX,2682.311,2682.66,DUT
AUX,2683.311,2683.66,DUT
AUX,2684.311,2684.66,DUT
AUX,2685.311,2685.66,DUT
AUX,2686.311,2686.66,DUT
AUX,2687.311,2687.66,DUT
AUX,2688.311,2688.66,DUT
AUX,2689.311,2689.66,DUT
AUX,2690.311,2690.66,DUT
AUX,2691.311,2691.66,DUT
AUX,2692.311,2692.66,DUT
AUX,2693.311,2693.66,DUT
AUX,2694.311,2694.66,DUT
AUX,2695.311,2695.66,DUT
AUX,2696.311,2696.66,DUT
AUX,2697.311,2697.66,DUT
AUX,2698.311,2698.66,DUT
AUX,2699.311,2699.66,DUT
AUX,2700.311,2700.66,DUT
AUX,2701.311,2701.66,DUT
AUX,2702.311,2702.66,DUT
AUX,2703.311,2703.66,DUT
AUX,2704.311,2704.66,DUT
AUX,2705.311,2705.66,DUT
AUX,2706.311,2706.66,DUT
AUX,2707.311,2707.66,DUT
AUX,2708.311,2708.66,DUT
AUX,2709.311,2709.66,DUT
AUX,2710.311,2710.66,DUT
AUX,2711.311,2711.66,DUT
AUX,2712.311,2712.66,DUT
AUX,2713.311,2713.66,DUT
AUX,2714.311,2714.66,DUT
AUX,2715.311,2715.66,DUT
AUX,2716.311,2716.66,DUT
AUX,2717.311,2717.66,DUT
AUX,2718.311,2718.66,DUT
AUX,2719.311,2719.66,DUT
AUX,2720.311,2720.66,DUT
AUX,2721.311,2721.66,DUT
AUX,2722.311,2722.66,DUT
AUX,2723.311,2723.66,DUT
AUX,2724.311,2724.66,DUT
AUX,2725.311,2725.66,DUT
AUX,2726.311,2726.66,DUT
AUX,2727.311,2727.66,DUT
AUX,2728.311,2728.66,DUT
AUX,2729.311,2729.66,DUT
AUX,2730.311,2730.66,DUT
AUX,2731.311,2731.66,DUT
AUX,2732.311,2732.66,DUT
AUX,2733.311,2733.66,DUT
AUX,2734.311,2734.66,DUT
AUX,2735.311,2735.66,DUT
AUX,2736.311,2736.66,DUT
AUX,2737.311,2737.66,DUT
AUX,2738.311,2738.66,DUT
AUX,2739.311,2739.66,DUT
AUX,2740.311,2740.66,DUT
AUX,2741.311,2741.66,DUT
AUX,2742.311,2742.66,DUT
AUX,2743.311,2743.66,DUT
AUX,2744.311,2744.66,DUT
AUX,2745.311,2745.66,DUT
AUX,2746.311,2746.66,DUT
AUX,2747.311,2747.66,DUT
AUX,2748.311,2748.66,DUT
AUX,2749.311,2749.66,DUT
AUX,2750.311,2750.66,DUT
AUX,2751.311,2751.66,DUT
AUX,2752.311,2752.66,DUT
AUX,2753.311,2753.66,DUT
AUX,2754.311,2754.66,DUT
AUX,2755.311,2755.66,DUT
AUX,2756.311,2756.66,DUT
AUX,2757.311,2757.66,DUT
AUX,2758.311,2758.66,DUT
AUX,2759.311,2759.66,DUT
AUX,2760.311,2760.66,DUT
AUX,2761.311,2761.66,DUT
AUX,2762.311,2762.66,DUT
AUX,2763.311,2763.66,DUT
AUX,2764.311,2764.66,DUT
AUX,2765.311,2765.66,DUT
AUX,2766.311,2766.66,DUT
AUX,2767.311,2767.66,DUT
AUX,2768.311,2768.66,DUT
AUX,2769.311,2769.66,DUT
AUX,2770.311,2770.66,DUT
AUX,2771.311,2771.66,DUT
AUX,2772.311,2772.66,DUT
AUX,2773.311,2773.66,DUT
AUX,2774.311,2774.66,DUT
AUX,2775.311,2775.66,DUT
AUX,2776.311,2776.66,DUT
AUX,2777.311,2777.66,DUT
AUX,2778.311,2778.66,DUT
AUX,2779.311,2779.66,DUT
AUX,2780.311,2780.66,DUT
AUX,2781.311,2781.66,DUT
AUX,2782.311,2782.66,DUT
AUX,2783.311,2783.66,DUT
AUX,2784.311,2784.66,DUT
AUX,2785.311,2785.66,DUT
AUX,2786.311,2786.66,DUT
AUX,2787.311,2787.66,DUT
AUX,2788.311,2788.66,DUT
AUX,2789.311,2789.66,DUT
AUX,2790.311,2790.66,DUT
AUX,2791.311,2791.66,DUT
AUX,2792.311,2792.66,DUT
AUX,2793.311,2793.66,DUT
AUX,2794.311,2794.66,DUT
AUX,2795.311,2795.66,DUT
AUX,2796.311,2796.66,DUT
AUX,2797.311,2797.66,DUT
AUX,2798.311,2798.66,DUT
AUX,2799.311,2799.66,DUT
AUX,2800.311,2800.66,DUT
AUX,2801.311,2801.66,DUT
AUX,2802.311,2802.66,DUT
AUX,2803.311,2803.66,DUT
AUX,2804.311,2804.66,DUT
AUX,2805.311,2805.66,DUT
AUX,2806.311,2806.66,DUT
AUX,2807.311,2807.66,DUT
AUX,2808.311,2808.66,DUT
AUX,2809.311,2809.66,DUT
AUX,2810.311,2810.66,DUT
AUX,2811.311,2811.66,DUT
AUX,2812.311,2812.66,DUT
AUX,2813.311,2813.66,DUT
AUX,2814.311,2814.66,DUT
AUX,2815.311,2815.66,DUT
AUX,2816.311,2816.66,DUT
AUX,2817.311,2817.66,DUT
AUX,2818.311,2818.66,DUT
AUX,2819.311,2819.66,DUT
AUX,2820.311,2820.66,DUT
AUX,2821.311,2821.66,DUT
AUX,2822.311,2822.66,DUT
AUX,2823.311,2823.66,DUT
AUX,2824.311,2824.66,DUT
AUX,2825.311,2825.66,DUT
AUX,2826.311,2826.66,DUT
AUX,2827.311,2827.66,DUT
AUX,2828.311,2828.66,DUT
AUX,2829.311,2829.66,DUT
AUX,2830.311,2830.66,DUT
AUX,2831.311,2831.66,DUT
AUX,2832.311,2832.66,DUT
AUX,2833.311,2833.66,DUT
AUX,2834.311,2834.66,DUT
AUX,2835.311,2835.66,DUT
AUX,2836.311,2836.66,DUT
AUX,2837.311,2837.66,DUT
AUX,2838.311,2838.66,DUT
AUX,2839.311,2839.66,DUT
AUX,2840.311,2840.66,DUT
AUX,2841.311,2841.66,DUT
AUX,2842.311,2842.66,DUT
AUX,2843.311,2843.66,DUT
AUX,2844.311,2844.66,DUT
AUX,2845.311,2845.66,DUT
AUX,2846.311,2846.66,DUT
AUX,2847.311,2847.66,DUT
AUX,2848.311,2848.66,DUT
AUX,2849.311,2849.66,DUT
AUX,2850.311,2850.66,DUT
AUX,2851.311,2851.66,DUT
AUX,2852.311,2852.66,DUT
AUX,2853.311,2853.66,DUT
AUX,2854.311,2854.66,DUT
AUX,2855.311,2855.66,DUT
AUX,2856.311,2856.66,DUT
AUX,2857.311,2857.66,DUT
AUX,2858.311,2858.66,DUT
AUX,2859.311,2859.66,DUT
AUX,2860.311,2860.66,DUT
AUX,2861.311,2861.66,DUT
AUX,2862.311,2862.66,DUT
AUX,2863.311,2863.66,DUT
AUX,2864.311,2864.66,DUT
AUX,2865.311,2865.66,DUT
AUX,2866.311,2866.66,DUT
AUX,2867.311,2867.66,DUT
AUX,2868.311,2868.66,DUT
AUX,2869.311,2869.66,DUT
AUX,2870.311,2870.66,DUT
AUX,2871.311,2871.66,DUT
AUX,2872.311,2872.66,DUT
AUX,2873.311,2873.66,DUT
AUX,2874.311,2874.66,DUT
AUX,2875.311,2875.66,DUT
AUX,2876.311,2876.66,DUT
AUX,2877.311,2877.66,DUT
AUX,2878.311,2878.66,DUT
AUX,2879.311,2879.66,DUT
AUX,2880.311,2880.66,DUT
AUX,2881.311,2881.66,DUT
AUX,2882.311,2882.66,DUT
AUX,2883.311,2883.66,DUT
AUX,2884.311,2884.66,DUT
AUX,2885.311,2885.66,DUT
AUX,2886.311,2886.66,DUT
AUX,2887.311,2887.66,DUT
AUX,2888.311,2888.66,DUT
AUX,2889.311,2889.66,DUT
AUX,2890.311,2890.66,DUT
AUX,2891.311,2891.66,DUT
AUX,2892.311,2892.66,DUT
AUX,2893.311,2893.66,DUT
AUX,2894.311,2894.66,DUT
AUX,2895.311,2895.66,DUT
AUX,2896.311,2896.66,DUT
AUX,2897.311,2897.66,DUT
AUX,2898.311,2898.66,DUT
AUX,2899.311,2899.66,DUT
AUX,2900.311,2900.66,DUT
AUX,2901.311,2901.66,DUT
AUX,2902.311,2902.66,DUT
AUX,2903.311,2903.66,DUT
AUX,2904.311,2904.66,DUT
AUX,2905.311,2905.66,DUT
AUX,2906.311,2906.66,DUT
AUX,2907.311,2907.66,DUT
AUX,2908.311,2908.66,DUT
AUX,2909.311,2909.66,DUT
AUX,2910.311,2910.66,DUT
AUX,2911.311,2911.66,DUT
AUX,2912.311,2912.66,DUT
AUX,2913.311,2913.66,DUT
AUX,2914.311,2914.66,DUT
AUX,2915.311,2915.66,DUT
AUX,2916.311,2916.66,DUT
AUX,2917.311,2917.66,DUT
AUX,2918.311,2918.66,DUT
AUX,2919.311,2919.66,DUT
AUX,2920.311,2920.66,DUT
AUX,2921.311,2921.66,DUT
AUX,2922.311,2922.66,DUT
AUX,2923.311,2923.66,DUT
AUX,2924.311,2924.66,DUT
AUX,2925.311,2925.66,DUT
AUX,2926.311,2926.66,DUT
AUX,2927.311,2927.66,DUT
AUX,2928.311,2928.66,DUT
AUX,2929.311,2929.66,DUT
AUX,2930.311,2930.66,DUT
AUX,2931.311,2931.66,DUT
AUX,2932.311,2932.66,DUT
AUX,2933.311,2933.66,DUT
AUX,2934.311,2934.66,DUT
AUX,2935.311,2935.66,DUT
AUX,2936.311,2936.66,DUT
AUX,2937.311,2937.66,DUT
AUX,2938.311,2938.66,DUT
AUX,2939.311,2939.66,DUT
AUX,2940.311,2940.66,DUT
AUX,2941.311,2941.66,DUT
AUX,2942.311,2942.66,DUT
AUX,2943.311,2943.66,DUT
AUX,2944.311,2944.66,DUT
AUX,2945.311,2945.66,DUT
AUX,2946.311,2946.66,DUT
AUX,2947.311,2947.66,DUT
AUX,2948.311,2948.66,DUT
AUX,2949.311,2949.66,DUT
AUX,2950.311,2950.66,DUT
AUX,2951.311,2951.66,DUT
AUX,2952.311,2952.66,DUT
AUX,2953.311,2953.66,DUT
AUX,2954.311,2954.66,DUT
AUX,2955.311,2955.66,DUT
AUX,2956.311,2956.66,DUT
AUX,2957.311,2957.66,DUT
AUX,2958.311,2958.66,DUT
AUX,2959.311,2959.66,DUT
AUX,2960.311,2960.66,DUT
AUX,2961.311,2961.66,DUT
AUX,2962.311,2962.66,DUT
AUX,2963.311,2963.66,DUT
AUX,2964.311,2964.66,DUT
AUX,2965.311,2965.66,DUT
AUX,2966.311,2966.66,DUT
AUX,2967.311,2967.66,DUT
AUX,2968.311,2968.66,DUT
AUX,2969.311,2969.66,DUT
AUX,2970.311,2970.66,DUT
AUX,2971.311,2971.66,DUT
AUX,2972.311,2972.66,DUT
AUX,2973.311,2973.66,DUT
AUX,2974.311,2974.66,DUT
AUX,2975.311,2975.66,DUT
AUX,2976.311,2976.66,DUT
AUX,2977.311,2977.66,DUT
AUX,2978.311,2978.66,DUT
AUX,2979.311,2979.66,DUT
